trueR,trueI
2.209709e-02,5.334709e-02
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,336436,524288,1019,5.380470e-01,-3.063529e-01,2.662043e-01,1.293841e-01,5.451863e+02,4.546315e+01
1048576,336436,1048576,2012,2.412395e-01,2.058238e-03,4.802341e-02,2.630546e-03,9.835191e+01,9.243245e-01
1572864,336454,1572864,3049,1.548777e-01,3.693686e-02,1.763069e-02,2.692956e-04,3.610765e+01,9.462542e-02
2097152,336592,2097152,4098,1.409362e-01,4.439043e-02,1.412273e-02,8.022175e-05,2.892335e+01,2.818842e-02
2621440,336617,2621440,5186,1.151157e-01,3.412127e-03,8.652463e-03,2.493500e-03,1.772024e+01,8.761692e-01
3145728,336695,3145728,6272,9.295544e-02,2.386182e-02,5.020906e-03,8.693811e-04,1.028281e+01,3.054842e-01
3670016,336722,3670016,7244,7.004730e-02,4.708007e-02,2.299222e-03,3.927552e-05,4.708806e+00,1.380068e-02
4194304,336739,4194304,8263,9.729727e-02,2.776015e-02,5.655068e-03,6.546915e-04,1.158157e+01,2.300463e-01
4718592,336758,4718592,9313,1.837659e-01,6.679972e-02,2.613682e-02,1.809734e-04,5.352819e+01,6.359064e-02
5242880,336795,5242880,10347,1.624999e-01,7.852314e-02,1.971295e-02,6.338334e-04,4.037210e+01,2.227172e-01
5767168,336865,5767168,11341,1.379859e-01,1.363391e-01,1.343022e-02,6.887666e-03,2.750508e+01,2.420197e+00
6291456,336866,6291456,12383,9.323773e-02,1.002108e-01,5.060991e-03,2.196206e-03,1.036491e+01,7.717056e-01
6815744,336922,6815744,13370,4.063416e-02,1.071315e-01,3.436228e-04,2.892768e-03,7.037393e-01,1.016464e+00
7340032,336923,7340032,14420,4.078589e-02,8.964937e-02,3.492712e-04,1.317856e-03,7.153072e-01,4.630697e-01
7864320,336960,7864320,15460,7.808161e-02,8.303189e-02,3.134266e-03,8.811872e-04,6.418976e+00,3.096326e-01
8388608,336985,8388608,16520,6.527054e-02,1.458582e-01,1.863947e-03,8.558306e-03,3.817361e+00,3.007228e+00
8912896,337011,8912896,17518,5.426291e-02,1.155349e-01,1.034640e-03,3.867322e-03,2.118942e+00,1.358904e+00
9437184,337059,9437184,18527,3.150115e-02,1.437693e-01,8.843637e-05,8.176178e-03,1.811176e-01,2.872955e+00
9961472,337100,9961472,19523,3.535891e-02,1.231202e-01,1.758758e-04,4.868284e-03,3.601935e-01,1.710624e+00
10485760,337110,10485760,20549,3.105765e-02,1.193864e-01,8.029167e-05,4.361197e-03,1.644373e-01,1.532443e+00
11010048,337224,11010048,21580,4.222751e-02,1.113106e-01,4.052340e-04,3.359770e-03,8.299189e-01,1.180560e+00
11534336,337234,11534336,22582,1.699246e-02,1.329959e-01,2.605728e-05,6.343941e-03,5.336529e-02,2.229142e+00
