trueR,trueI
2.209709e-02,5.334709e-02
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,338082,524288,1044,3.780058e-01,-1.474222e-01,1.266710e-01,4.030833e-02,2.594222e+02,1.416359e+01
1048576,338120,1048576,2036,4.577964e-01,2.295683e-01,1.898339e-01,3.105393e-02,3.887797e+02,1.091177e+01
1572864,338197,1572864,3026,4.495054e-01,1.678853e-01,1.826779e-01,1.311901e-02,3.741242e+02,4.609775e+00
2097152,338282,2097152,4018,3.228445e-01,-3.128371e-02,9.044901e-02,7.162372e-03,1.852395e+02,2.516723e+00
2621440,338447,2621440,5060,1.997509e-01,8.381178e-02,3.156088e-02,9.280976e-04,6.463664e+01,3.261161e-01
3145728,338461,3145728,6072,1.733780e-01,8.781057e-02,2.288590e-02,1.187732e-03,4.687032e+01,4.173465e-01
3670016,338502,3670016,7086,1.622076e-01,1.023227e-01,1.963096e-02,2.398610e-03,4.020419e+01,8.428266e-01
4194304,338532,4194304,8133,2.300998e-01,5.390223e-02,4.326514e-02,3.081835e-07,8.860698e+01,1.082899e-04
4718592,338583,4718592,9167,1.846807e-01,4.088141e-02,2.643343e-02,1.553931e-04,5.413565e+01,5.460223e-02
5242880,338623,5242880,10226,2.120153e-01,4.735163e-02,3.606892e-02,3.594549e-05,7.386913e+01,1.263057e-02
5767168,338646,5767168,11235,1.870890e-01,7.937811e-02,2.722231e-02,6.776139e-04,5.575128e+01,2.381008e-01
6291456,338666,6291456,12269,1.713019e-01,8.346876e-02,2.226207e-02,9.073149e-04,4.559272e+01,3.188135e-01
6815744,338683,6815744,13275,1.643657e-01,9.978882e-02,2.024035e-02,2.156835e-03,4.145222e+01,7.578712e-01
7340032,338707,7340032,14250,1.257042e-01,8.316765e-02,1.073443e-02,8.892659e-04,2.198411e+01,3.124714e-01
7864320,338710,7864320,15264,1.379261e-01,8.803082e-02,1.341637e-02,1.202961e-03,2.747672e+01,4.226979e-01
8388608,338725,8388608,16262,1.612175e-01,7.169698e-02,1.935449e-02,3.367186e-04,3.963799e+01,1.183166e-01
8912896,338732,8912896,17271,1.822880e-01,6.941012e-02,2.566113e-02,2.580211e-04,5.255398e+01,9.066377e-02
9437184,338784,9437184,18301,1.882252e-01,7.206970e-02,2.759855e-02,3.505363e-04,5.652182e+01,1.231719e-01
9961472,338797,9961472,19350,1.833697e-01,9.573112e-02,2.600886e-02,1.796406e-03,5.326613e+01,6.312233e-01
10485760,338823,10485760,20402,1.931178e-01,7.175993e-02,2.924808e-02,3.390328e-04,5.990005e+01,1.191298e-01
11010048,338902,11010048,21471,1.821628e-01,6.273600e-02,2.562104e-02,8.815161e-05,5.247187e+01,3.097482e-02
11534336,338987,11534336,22457,1.615356e-01,6.544432e-02,1.944309e-02,1.463430e-04,3.981943e+01,5.142219e-02
12058624,338991,12058624,23487,1.283050e-01,6.075985e-02,1.128011e-02,5.494909e-05,2.310167e+01,1.930808e-02
12582912,339056,12582912,24450,9.374668e-02,5.833989e-02,5.133665e-03,2.492811e-05,1.051374e+01,8.759269e-03
13107200,339161,13107200,25483,1.041573e-01,6.615794e-02,6.733884e-03,1.641180e-04,1.379099e+01,5.766800e-02
13631488,339178,13631488,26492,7.396310e-02,4.970070e-02,2.690083e-03,1.329615e-05,5.509288e+00,4.672017e-03
14155776,339183,14155776,27506,4.264459e-02,5.845814e-02,4.221998e-04,2.612283e-05,8.646648e-01,9.179072e-03
14680064,339221,14680064,28531,2.205263e-02,4.314575e-02,1.977142e-09,1.040672e-04,4.049186e-06,3.656727e-02
15204352,339232,15204352,29520,3.168706e-02,4.311654e-02,9.196749e-05,1.046641e-04,1.883494e-01,3.677701e-02
15728640,339321,15728640,30554,2.218645e-02,4.428349e-02,7.985281e-09,8.214881e-05,1.635385e-05,2.886555e-02
16252928,339324,16252928,31605,3.437730e-02,4.590451e-02,1.508036e-04,5.539203e-05,3.088458e-01,1.946372e-02
16777216,339416,16777216,32595,4.293578e-02,3.712545e-02,4.342510e-04,2.631416e-04,8.893458e-01,9.246300e-02
17301504,339443,17301504,33604,5.099935e-02,4.938275e-02,8.353409e-04,1.571601e-05,1.710778e+00,5.522310e-03
17825792,339494,17825792,34691,4.374813e-02,5.117987e-02,4.687677e-04,4.696815e-06,9.600358e-01,1.650373e-03
18350080,339553,18350080,35753,5.080470e-02,3.650037e-02,8.241267e-04,2.838120e-04,1.687811e+00,9.972620e-02
18874368,339596,18874368,36730,3.865183e-02,4.030065e-02,2.740593e-04,1.702095e-04,5.612734e-01,5.980842e-02
19398656,339628,19398656,37762,4.799848e-02,4.534976e-02,6.708818e-04,6.395729e-05,1.373966e+00,2.247339e-02
19922944,339630,19922944,38765,2.679044e-02,4.605050e-02,2.202750e-05,5.324015e-05,4.511230e-02,1.870759e-02
20447232,339704,20447232,39802,2.430652e-02,4.466351e-02,4.881559e-06,7.540458e-05,9.997428e-03,2.649575e-02
20971520,339765,20971520,40797,9.809665e-03,3.217954e-02,1.509808e-04,4.480650e-04,3.092086e-01,1.574416e-01
21495808,339802,21495808,41795,9.393399e-03,3.052086e-02,1.613838e-04,5.210365e-04,3.305139e-01,1.830825e-01
22020096,339856,22020096,42820,9.722304e-03,2.903464e-02,1.531353e-04,5.910951e-04,3.136211e-01,2.076997e-01
22544384,339907,22544384,43848,2.470304e-02,2.537183e-02,6.790958e-06,7.826148e-04,1.390788e-02,2.749962e-01
23068672,339926,23068672,44871,3.140881e-02,3.438020e-02,8.670811e-05,3.597428e-04,1.775782e-01,1.264069e-01
23592960,340138,23592960,45805,2.453786e-02,3.200646e-02,5.957373e-06,4.554224e-04,1.220070e-02,1.600269e-01
24117248,340268,24117248,46821,2.719219e-02,3.305732e-02,2.596003e-05,4.116748e-04,5.316611e-02,1.446548e-01
24641536,340282,24641536,47843,4.178923e-02,3.669248e-02,3.877802e-04,2.773759e-04,7.941736e-01,9.746470e-02
25165824,340492,25165824,48857,4.385508e-02,3.661859e-02,4.734102e-04,2.798428e-04,9.695439e-01,9.833150e-02
25690112,340501,25690112,49889,6.128144e-02,4.739618e-02,1.535414e-03,3.541332e-05,3.144526e+00,1.244358e-02
26214400,340621,26214400,50904,6.376790e-02,4.291923e-02,1.736457e-03,1.087402e-04,3.556262e+00,3.820928e-02
26738688,340664,26738688,51910,6.884623e-02,5.454656e-02,2.185483e-03,1.438744e-06,4.475867e+00,5.055476e-04
27262976,340732,27262976,52931,6.520018e-02,6.100076e-02,1.857877e-03,5.857876e-05,3.804930e+00,2.058348e-02
27787264,341383,27787264,53964,7.215062e-02,5.872728e-02,2.505356e-03,2.894650e-05,5.130968e+00,1.017126e-02
28311552,341657,28311552,55028,6.854933e-02,5.026553e-02,2.157811e-03,9.495990e-06,4.419195e+00,3.336712e-03
28835840,342116,28835840,56052,7.251164e-02,4.945501e-02,2.541627e-03,1.514825e-05,5.205251e+00,5.322811e-03
29360128,342608,29360128,57091,8.237750e-02,4.743599e-02,3.633728e-03,3.494107e-05,7.441873e+00,1.227763e-02
29884416,342727,29884416,58064,8.362648e-02,4.973268e-02,3.785866e-03,1.306397e-05,7.753451e+00,4.590432e-03
30408704,342901,30408704,59111,9.115924e-02,4.214031e-02,4.769581e-03,1.255919e-04,9.768099e+00,4.413064e-02
30932992,342972,30932992,60122,8.401509e-02,4.541734e-02,3.833839e-03,6.288093e-05,7.851698e+00,2.209518e-02
31457280,342985,31457280,61202,6.998305e-02,4.243759e-02,2.293065e-03,1.190171e-04,4.696196e+00,4.182039e-02
31981568,342989,31981568,62235,6.943598e-02,4.580696e-02,2.240970e-03,5.685349e-05,4.589506e+00,1.997725e-02
32505856,343071,32505856,63281,6.317133e-02,5.114493e-02,1.687094e-03,4.849512e-06,3.455167e+00,1.704027e-03
33030144,343072,33030144,64284,6.231390e-02,4.721893e-02,1.617392e-03,3.755432e-05,3.312418e+00,1.319588e-02
33554432,343085,33554432,65320,6.433636e-02,4.721355e-02,1.784156e-03,3.762024e-05,3.653951e+00,1.321905e-02
34078720,343087,34078720,66301,5.062035e-02,4.822113e-02,8.135762e-04,2.627541e-05,1.666204e+00,9.232686e-03
34603008,343259,34603008,67303,4.912139e-02,4.712002e-02,7.303130e-04,3.877643e-05,1.495681e+00,1.362531e-02
35127296,343324,35127296,68321,4.833165e-02,4.797603e-02,6.882522e-04,2.884825e-05,1.409540e+00,1.013673e-02
35651584,343329,35651584,69360,4.303686e-02,5.447729e-02,4.384738e-04,1.277354e-06,8.979940e-01,4.488383e-04
36175872,343352,36175872,70395,4.341939e-02,6.034192e-02,4.546407e-04,4.892763e-05,9.311038e-01,1.719225e-02
36700160,343362,36700160,71447,4.182967e-02,5.572355e-02,3.893746e-04,5.647560e-06,7.974390e-01,1.984446e-03
37224448,343363,37224448,72403,4.796048e-02,5.488073e-02,6.689149e-04,2.352059e-06,1.369937e+00,8.264693e-04
37748736,343506,37748736,73391,4.290143e-02,5.428924e-02,4.328206e-04,8.876504e-07,8.864162e-01,3.119037e-04
38273024,343507,38273024,74409,4.796746e-02,5.190037e-02,6.692762e-04,2.092989e-06,1.370677e+00,7.354369e-04
38797312,343581,38797312,75434,5.744195e-02,5.791954e-02,1.249259e-03,2.090731e-05,2.558482e+00,7.346436e-03
39321600,343644,39321600,76458,5.723570e-02,5.879300e-02,1.234722e-03,2.965800e-05,2.528709e+00,1.042127e-02
39845888,343650,39845888,77465,6.121122e-02,6.014588e-02,1.529915e-03,4.622358e-05,3.133265e+00,1.624210e-02
40370176,343705,40370176,78502,6.424716e-02,4.879418e-02,1.776629e-03,2.072897e-05,3.638535e+00,7.283771e-03
40894464,343730,40894464,79521,6.057039e-02,5.261837e-02,1.480195e-03,5.310313e-07,3.031438e+00,1.865944e-04
41418752,343755,41418752,80532,6.016532e-02,5.327476e-02,1.449190e-03,5.231663e-09,2.967940e+00,1.838308e-06
41943040,343839,41943040,81560,5.956523e-02,5.730038e-02,1.403862e-03,1.562853e-05,2.875108e+00,5.491570e-03
42467328,343913,42467328,82540,5.153840e-02,5.296095e-02,8.667905e-04,1.491022e-07,1.775186e+00,5.239171e-05
42991616,344097,42991616,83542,5.764282e-02,4.553030e-02,1.263499e-03,6.110223e-05,2.587646e+00,2.147018e-02
43515904,344100,43515904,84556,5.804555e-02,3.889859e-02,1.292292e-03,2.087592e-04,2.646613e+00,7.335406e-02
44040192,344134,44040192,85520,5.008686e-02,4.277213e-02,7.834274e-04,1.118297e-04,1.604459e+00,3.929485e-02
44564480,344157,44564480,86533,5.550835e-02,4.634683e-02,1.116312e-03,4.900364e-05,2.286207e+00,1.721896e-02
45088768,344187,45088768,87564,5.010568e-02,4.830208e-02,7.844813e-04,2.545211e-05,1.606617e+00,8.943393e-03
45613056,344228,45613056,88554,5.295861e-02,4.706305e-02,9.524333e-04,3.948920e-05,1.950583e+00,1.387576e-02
46137344,344687,46137344,89461,5.492507e-02,5.094038e-02,1.077676e-03,5.792230e-06,2.207080e+00,2.035281e-03
46661632,344736,46661632,90486,5.191397e-02,4.782861e-02,8.890463e-04,3.045355e-05,1.820766e+00,1.070081e-02
47185920,344768,47185920,91526,6.003365e-02,5.488011e-02,1.439182e-03,2.350151e-06,2.947444e+00,8.257991e-04
47710208,344846,47710208,92550,6.002771e-02,5.706952e-02,1.438732e-03,1.385648e-05,2.946523e+00,4.868907e-03
48234496,344858,48234496,93550,5.920540e-02,6.240055e-02,1.377027e-03,8.196523e-05,2.820150e+00,2.880104e-02
