trueR,trueI
1.508900e-01,6.250000e-02
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
4194304,2801717,33554432,852013,1.507719e-01,6.258581e-02,1.395269e-08,7.363071e-09,6.128258e-07,1.884946e-06
8388608,2802237,67108864,1705032,1.510719e-01,6.246638e-02,3.309248e-08,1.130354e-09,1.453478e-06,2.893707e-07
12582912,2802381,100663296,2556249,1.509591e-01,6.242158e-02,4.774352e-09,6.149867e-09,2.096976e-07,1.574366e-06
16777216,2802882,134217728,3408080,1.507751e-01,6.240307e-02,1.319239e-08,9.395823e-09,5.794324e-07,2.405331e-06
20971520,2803381,167772160,4257183,1.506665e-01,6.248275e-02,4.994671e-08,2.974967e-10,2.193744e-06,7.615917e-08
25165824,2803387,201326592,5107357,1.506679e-01,6.245640e-02,4.934245e-08,1.901030e-09,2.167204e-06,4.866636e-07
29360128,2803388,234881024,5958113,1.508238e-01,6.255005e-02,4.387163e-09,2.505303e-09,1.926916e-07,6.413575e-07
33554432,2803422,268435456,6809952,1.507733e-01,6.255798e-02,1.361331e-08,3.361729e-09,5.979197e-07,8.606026e-07
37748736,2803428,301989888,7661534,1.507952e-01,6.254507e-02,8.981615e-09,2.031175e-09,3.944878e-07,5.199809e-07
41943040,2803558,335544320,8511012,1.507072e-01,6.251185e-02,3.340767e-08,1.403377e-10,1.467321e-06,3.592646e-08
46137344,2803723,369098752,9363925,1.507154e-01,6.253219e-02,3.049449e-08,1.036451e-09,1.339370e-06,2.653314e-07
50331648,2803939,402653184,10216163,1.507588e-01,6.254166e-02,1.719904e-08,1.735239e-09,7.554112e-07,4.442211e-07
54525952,2804030,436207616,11067901,1.507156e-01,6.250972e-02,3.041128e-08,9.453688e-11,1.335715e-06,2.420144e-08
58720256,2804084,469762048,11919343,1.507595e-01,6.250952e-02,1.703139e-08,9.066548e-11,7.480476e-07,2.321036e-08
62914560,2804179,503316480,12771634,1.507704e-01,6.248841e-02,1.429268e-08,1.342274e-10,6.277590e-07,3.436220e-08
67108864,2804200,536870912,13624319,1.507957e-01,6.248030e-02,8.899894e-09,3.879170e-10,3.908985e-07,9.930676e-08
71303168,2804235,570425344,14476061,1.507426e-01,6.246170e-02,2.173622e-08,1.466582e-09,9.546916e-07,3.754451e-07
75497472,2804238,603979776,15327737,1.507573e-01,6.247310e-02,1.761187e-08,7.236273e-10,7.735435e-07,1.852486e-07
79691776,2804358,637534208,16179984,1.507678e-01,6.248236e-02,1.494121e-08,3.110117e-10,6.562432e-07,7.961900e-08
83886080,2804397,671088640,17033858,1.507926e-01,6.247885e-02,9.479785e-09,4.472579e-10,4.163682e-07,1.144980e-07
88080384,2804488,704643072,17886134,1.507795e-01,6.247451e-02,1.220521e-08,6.496604e-10,5.360737e-07,1.663131e-07
92274688,2804505,738197504,18739494,1.507890e-01,6.246256e-02,1.020101e-08,1.401412e-09,4.480459e-07,3.587616e-07
96468992,2804534,771751936,19592684,1.507734e-01,6.245461e-02,1.359593e-08,2.060156e-09,5.971563e-07,5.273998e-07
100663296,2804570,805306368,20444201,1.507851e-01,6.245152e-02,1.100176e-08,2.350039e-09,4.832160e-07,6.016101e-07
104857600,2804600,838860800,21297081,1.507899e-01,6.244792e-02,1.002718e-08,2.711892e-09,4.404108e-07,6.942445e-07
109051904,2804684,872415232,22148452,1.507940e-01,6.246547e-02,9.211849e-09,1.192044e-09,4.046001e-07,3.051633e-07
113246208,2804708,905969664,23002536,1.508292e-01,6.248693e-02,3.692620e-09,1.707809e-10,1.621862e-07,4.371992e-08
117440512,2804784,939524096,23853059,1.508355e-01,6.249219e-02,2.969547e-09,6.096812e-11,1.304275e-07,1.560784e-08
121634816,2804809,973078528,24705050,1.508460e-01,6.250180e-02,1.936275e-09,3.250955e-12,8.504450e-08,8.322445e-10
125829120,2804927,1006632960,25557785,1.508529e-01,6.250454e-02,1.376699e-09,2.058803e-11,6.046695e-08,5.270536e-09
130023424,2804932,1040187392,26410524,1.508483e-01,6.249401e-02,1.739586e-09,3.588330e-11,7.640559e-08,9.186124e-09
134217728,2804934,1073741824,27265047,1.508668e-01,6.250297e-02,5.376002e-10,8.837431e-12,2.361231e-08,2.262382e-09
138412032,2804951,1107296256,28118787,1.508882e-01,6.251588e-02,3.359313e-12,2.520851e-10,1.475467e-10,6.453378e-08
142606336,2805047,1140850688,28973038,1.508953e-01,6.252496e-02,2.814105e-11,6.229739e-10,1.236003e-09,1.594813e-07
146800640,2805116,1174405120,29825375,1.509044e-01,6.251746e-02,2.084912e-10,3.049969e-10,9.157288e-09,7.807921e-08
150994944,2805123,1207959552,30676052,1.508926e-01,6.250983e-02,7.035261e-12,9.672263e-11,3.090006e-10,2.476099e-08
155189248,2805139,1241513984,31529240,1.508871e-01,6.250856e-02,8.443246e-12,7.328588e-11,3.708417e-10,1.876118e-08
159383552,2805145,1275068416,32382671,1.508931e-01,6.251806e-02,9.422685e-12,3.261711e-10,4.138603e-10,8.349980e-08
163577856,2805198,1308622848,33234923,1.509044e-01,6.252368e-02,2.072023e-10,5.606451e-10,9.100675e-09,1.435251e-07
167772160,2805325,1342177280,34084668,1.508827e-01,6.251495e-02,5.331291e-11,2.233789e-10,2.341594e-09,5.718499e-08
171966464,2805471,1375731712,34936057,1.508882e-01,6.252522e-02,3.197442e-12,6.360593e-10,1.404371e-10,1.628312e-07
176160768,2805494,1409286144,35789465,1.509002e-01,6.253448e-02,1.032783e-10,1.188959e-09,4.536157e-09,3.043735e-07
180355072,2805633,1442840576,36643457,1.509097e-01,6.253896e-02,3.868905e-10,1.517810e-09,1.699289e-08,3.885594e-07
184549376,2805663,1476395008,37493778,1.508879e-01,6.253494e-02,4.477307e-12,1.221029e-09,1.966509e-10,3.125834e-07
188743680,2805738,1509949440,38345738,1.508826e-01,6.252661e-02,5.440648e-11,7.078805e-10,2.389625e-09,1.812174e-07
192937984,2805835,1543503872,39198975,1.508860e-01,6.252961e-02,1.559308e-11,8.766696e-10,6.848747e-10,2.244274e-07
197132288,2805849,1577058304,40050265,1.508890e-01,6.253068e-02,9.967582e-13,9.413539e-10,4.377932e-11,2.409866e-07
201326592,2806036,1610612736,40902350,1.508983e-01,6.253081e-02,6.839529e-11,9.491421e-10,3.004037e-09,2.429804e-07
205520896,2806056,1644167168,41755389,1.509035e-01,6.253243e-02,1.818601e-10,1.051859e-09,7.987603e-09,2.692759e-07
209715200,2806083,1677721600,42606309,1.509012e-01,6.253003e-02,1.259013e-10,9.015511e-10,5.529798e-09,2.307971e-07
213909504,2806144,1711276032,43459007,1.508998e-01,6.252798e-02,9.555379e-11,7.827086e-10,4.196885e-09,2.003734e-07
218103808,2806152,1744830464,44309006,1.508776e-01,6.251429e-02,1.525982e-10,2.042102e-10,6.702370e-09,5.227781e-08
222298112,2806154,1778384896,45161588,1.508772e-01,6.251413e-02,1.627001e-10,1.997629e-10,7.146064e-09,5.113931e-08
226492416,2806168,1811939328,46011618,1.508704e-01,6.250506e-02,3.839651e-10,2.559292e-11,1.686440e-08,6.551787e-09
230686720,2806187,1845493760,46863131,1.508530e-01,6.249855e-02,1.370072e-09,2.100001e-12,6.017589e-08,5.376002e-10
234881024,2806361,1879048192,47715487,1.508463e-01,6.249823e-02,1.912742e-09,3.131176e-12,8.401088e-08,8.015810e-10
239075328,2806663,1912602624,48567652,1.508546e-01,6.250152e-02,1.249308e-09,2.310152e-12,5.487174e-08,5.913989e-10
243269632,2806898,1946157056,49419199,1.508612e-01,6.250829e-02,8.270939e-10,6.864198e-11,3.632737e-08,1.757235e-08
247463936,2806922,1979711488,50269105,1.508623e-01,6.250814e-02,7.673597e-10,6.619505e-11,3.370374e-08,1.694593e-08
251658240,2807087,2013265920,51124108,1.508866e-01,6.251378e-02,1.144174e-11,1.897816e-10,5.025405e-10,4.858408e-08
255852544,2807294,2046820352,51974123,1.508767e-01,6.251006e-02,1.754865e-10,1.011691e-10,7.707666e-09,2.589928e-08
260046848,2807358,2080374784,52827293,1.508887e-01,6.251243e-02,1.604272e-12,1.544445e-10,7.046236e-11,3.953778e-08
264241152,2814137,2113929216,53678290,1.509010e-01,6.251866e-02,1.215916e-10,3.480558e-10,5.340511e-09,8.910229e-08
268435456,2843761,2147483648,54530562,1.508995e-01,6.251471e-02,9.123391e-11,2.163090e-10,4.007148e-09,5.537510e-08
272629760,2844698,2181038080,55381510,1.509022e-01,6.252106e-02,1.493028e-10,4.436412e-10,6.557633e-09,1.135721e-07
