trueR,trueI
-1.721500e-03,1.278630e-03
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,90265,524288,5,-4.143775e-03,-3.534115e-03,5.867419e-06,2.316252e-05,1.979854e+00,1.416759e+01
1048576,90285,1048576,10,-3.021813e-03,-4.027701e-04,1.690813e-06,2.827106e-06,5.705340e-01,1.729229e+00
1572864,90304,1572864,19,-3.154451e-03,1.368632e-03,2.053349e-06,8.100291e-09,6.928653e-01,4.954625e-03
2097152,90320,2097152,27,-2.796093e-03,1.450577e-03,1.154750e-06,2.956579e-08,3.896494e-01,1.808422e-02
2621440,90337,2621440,34,-2.993225e-03,1.298194e-03,1.617284e-06,3.827342e-10,5.457231e-01,2.341033e-04
3145728,90336,3145728,35,-2.557683e-03,1.172781e-03,6.992014e-07,1.120411e-08,2.359328e-01,6.853107e-03
3670016,90354,3670016,39,-2.032642e-03,5.544185e-04,9.680910e-08,5.244823e-07,3.266646e-02,3.208050e-01
4194304,90433,4194304,44,-2.127310e-03,9.882478e-04,1.646820e-07,8.432181e-08,5.556894e-02,5.157630e-02
4718592,90440,4718592,47,-2.142262e-03,7.124203e-04,1.770405e-07,3.205934e-07,5.973908e-02,1.960943e-01
5242880,90848,5242880,49,-2.004030e-03,7.503213e-04,7.982305e-08,2.791101e-07,2.693483e-02,1.707206e-01
5767168,90852,5767168,57,-2.098187e-03,1.078994e-03,1.418930e-07,3.985457e-08,4.787922e-02,2.437746e-02
6291456,90884,6291456,64,-2.035092e-03,1.084969e-03,9.833989e-08,3.750448e-08,3.318300e-02,2.294000e-02
6815744,90892,6815744,70,-2.122390e-03,1.353108e-03,1.607125e-07,5.546918e-09,5.422951e-02,3.392829e-03
7340032,90895,7340032,77,-2.052524e-03,9.243176e-04,1.095769e-07,1.255373e-07,3.697471e-02,7.678616e-02
7864320,90914,7864320,84,-2.242603e-03,6.998507e-04,2.715487e-07,3.349855e-07,9.162918e-02,2.048973e-01
8388608,91025,8388608,86,-2.149937e-03,7.243244e-04,1.835583e-07,3.072547e-07,6.193840e-02,1.879355e-01
8912896,175912,8912896,91,-2.135226e-03,8.422215e-04,1.711693e-07,1.904524e-07,5.775795e-02,1.164921e-01
9437184,175934,9437184,95,-2.027777e-03,7.684065e-04,9.380550e-08,2.603280e-07,3.165295e-02,1.592322e-01
9961472,175963,9961472,99,-2.001045e-03,8.428515e-04,7.814558e-08,1.899029e-07,2.636880e-02,1.161560e-01
10485760,175964,10485760,103,-2.033085e-03,7.532847e-04,9.708530e-08,2.759876e-07,3.275967e-02,1.688107e-01
11010048,175982,11010048,108,-2.026741e-03,8.473462e-04,9.317191e-08,1.860057e-07,3.143916e-02,1.137723e-01
11534336,175983,11534336,111,-1.986430e-03,8.832462e-04,7.018794e-08,1.563284e-07,2.368364e-02,9.561983e-02
