trueR,trueI
-1.721500e-03,1.278630e-03
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,247301,4194304,525634,-1.711595e-03,1.277197e-03,9.811064e-11,2.054031e-12,3.310564e-05,1.256369e-06
1048576,247367,8388608,1051258,-1.725132e-03,1.275071e-03,1.319342e-11,1.266849e-11,4.451878e-06,7.748810e-06
1572864,247394,12582912,1576885,-1.709868e-03,1.264305e-03,1.353058e-10,2.052063e-10,4.565648e-05,1.255165e-04
2097152,247409,16777216,2102523,-1.710398e-03,1.261947e-03,1.232429e-10,2.783346e-10,4.158607e-05,1.702462e-04
2621440,247450,20971520,2628168,-1.716320e-03,1.273990e-03,2.682774e-11,2.153360e-11,9.052534e-06,1.317125e-05
3145728,247461,25165824,3153887,-1.733155e-03,1.302743e-03,1.358399e-10,5.814306e-10,4.583669e-05,3.556380e-04
3670016,247471,29360128,3679514,-1.726340e-03,1.292958e-03,2.342415e-11,2.052896e-10,7.904054e-06,1.255675e-04
4194304,247529,33554432,4205231,-1.740939e-03,1.312512e-03,3.778623e-10,1.147973e-09,1.275027e-04,7.021693e-04
4718592,247583,37748736,4730836,-1.733391e-03,1.303246e-03,1.413989e-10,6.059485e-10,4.771248e-05,3.706346e-04
5242880,247607,41943040,5256440,-1.724812e-03,1.287405e-03,1.097099e-11,7.700537e-11,3.701961e-06,4.710113e-05
5767168,247623,46137344,5782175,-1.734713e-03,1.298042e-03,1.745778e-10,3.768085e-10,5.890810e-05,2.304788e-04
6291456,247670,50331648,6307742,-1.724510e-03,1.285507e-03,9.061009e-12,4.729156e-11,3.057472e-06,2.892636e-05
6815744,247701,54525952,6833330,-1.719419e-03,1.277706e-03,4.328791e-12,8.546153e-13,1.460671e-06,5.227342e-07
7340032,247956,58720256,7359017,-1.725056e-03,1.282574e-03,1.264530e-11,1.555265e-11,4.266924e-06,9.512940e-06
7864320,248619,62914560,7884678,-1.724712e-03,1.285097e-03,1.032003e-11,4.182343e-11,3.482307e-06,2.558173e-05
8388608,255110,67108864,8410386,-1.726056e-03,1.287618e-03,2.075953e-11,8.077717e-11,7.004925e-06,4.940818e-05
8912896,485413,71303168,8936010,-1.725123e-03,1.286206e-03,1.312754e-11,5.739870e-11,4.429648e-06,3.510850e-05
9437184,485420,75497472,9461658,-1.724584e-03,1.285874e-03,9.510798e-12,5.248146e-11,3.209246e-06,3.210082e-05
9961472,485458,79691776,9987335,-1.727357e-03,1.290021e-03,3.430002e-11,1.297524e-10,1.157392e-05,7.936436e-05
10485760,485519,83886080,10512968,-1.725871e-03,1.288450e-03,1.910910e-11,9.643433e-11,6.448017e-06,5.898504e-05
11010048,485544,88080384,11038601,-1.726052e-03,1.288365e-03,2.071712e-11,9.477699e-11,6.990615e-06,5.797132e-05
11534336,485698,92274688,11564217,-1.724797e-03,1.287818e-03,1.086943e-11,8.441652e-11,3.667691e-06,5.163423e-05
12058624,485701,96468992,12089846,-1.724682e-03,1.288646e-03,1.012426e-11,1.003231e-10,3.416246e-06,6.136364e-05
12582912,485757,100663296,12615561,-1.728282e-03,1.294641e-03,4.600194e-11,2.563617e-10,1.552252e-05,1.568062e-04
13107200,485779,104857600,13141244,-1.728720e-03,1.295428e-03,5.213457e-11,2.821739e-10,1.759186e-05,1.725945e-04
13631488,485824,109051904,13666836,-1.726995e-03,1.292615e-03,3.019670e-11,1.955827e-10,1.018933e-05,1.196302e-04
14155776,485824,113246208,14192463,-1.726433e-03,1.290681e-03,2.433202e-11,1.452201e-10,8.210398e-06,8.882538e-05
14680064,485989,117440512,14718165,-1.727940e-03,1.293299e-03,4.147783e-11,2.151667e-10,1.399594e-05,1.316089e-04
15204352,486045,121634816,15243827,-1.728241e-03,1.294882e-03,4.543677e-11,2.641403e-10,1.533181e-05,1.615641e-04
15728640,486199,125829120,15769487,-1.728364e-03,1.294890e-03,4.711080e-11,2.643939e-10,1.589668e-05,1.617192e-04
16252928,487722,130023424,16295127,-1.727543e-03,1.291992e-03,3.651789e-11,1.785408e-10,1.232229e-05,1.092063e-04
16777216,493227,134217728,16820849,-1.730338e-03,1.296175e-03,7.810234e-11,3.078131e-10,2.635421e-05,1.882770e-04
17301504,723545,138412032,17346504,-1.731046e-03,1.296127e-03,9.112719e-11,3.061447e-10,3.074921e-05,1.872565e-04
17825792,723596,142606336,17872153,-1.730369e-03,1.296102e-03,7.865683e-11,3.052653e-10,2.654131e-05,1.867187e-04
18350080,723874,146800640,18397815,-1.730848e-03,1.296376e-03,8.738574e-11,3.149247e-10,2.948672e-05,1.926269e-04
18874368,723931,150994944,18923430,-1.729794e-03,1.294162e-03,6.878480e-11,2.412327e-10,2.321018e-05,1.475524e-04
19398656,723955,155189248,19449079,-1.729922e-03,1.294510e-03,7.092924e-11,2.521738e-10,2.393378e-05,1.542447e-04
19922944,723960,159383552,19974765,-1.731011e-03,1.295573e-03,9.045056e-11,2.870563e-10,3.052089e-05,1.755809e-04
20447232,724046,163577856,20500399,-1.730242e-03,1.294397e-03,7.642621e-11,2.485855e-10,2.578863e-05,1.520498e-04
20971520,724073,167772160,21026087,-1.730697e-03,1.294241e-03,8.458989e-11,2.437125e-10,2.854331e-05,1.490693e-04
21495808,724087,171966464,21551681,-1.729734e-03,1.293346e-03,6.779392e-11,2.165624e-10,2.287582e-05,1.324626e-04
22020096,724175,176160768,22077318,-1.729337e-03,1.292805e-03,6.141799e-11,2.009263e-10,2.072438e-05,1.228986e-04
22544384,724242,180355072,22603021,-1.731405e-03,1.294871e-03,9.810833e-11,2.637696e-10,3.310487e-05,1.613374e-04
23068672,724253,184549376,23128655,-1.729990e-03,1.292589e-03,7.207309e-11,1.948443e-10,2.431975e-05,1.191785e-04
23592960,724409,188743680,23654278,-1.729024e-03,1.291743e-03,5.660765e-11,1.719605e-10,1.910122e-05,1.051814e-04
24117248,724452,192937984,24179960,-1.729705e-03,1.292568e-03,6.731932e-11,1.942694e-10,2.271568e-05,1.188269e-04
24641536,727924,197132288,24705541,-1.727922e-03,1.289651e-03,4.124872e-11,1.214607e-10,1.391863e-05,7.429269e-05
25165824,731963,201326592,25231159,-1.727598e-03,1.289663e-03,3.718217e-11,1.217329e-10,1.254644e-05,7.445915e-05
25690112,961428,205520896,25756837,-1.727930e-03,1.290867e-03,4.134149e-11,1.497526e-10,1.394993e-05,9.159773e-05
26214400,961437,209715200,26282501,-1.728104e-03,1.290054e-03,4.360831e-11,1.304987e-10,1.471483e-05,7.982086e-05
26738688,961815,213909504,26808141,-1.727893e-03,1.289548e-03,4.087424e-11,1.191979e-10,1.379227e-05,7.290860e-05
27262976,961851,218103808,27333782,-1.727184e-03,1.288280e-03,3.230893e-11,9.311606e-11,1.090206e-05,5.695539e-05
27787264,962086,222298112,27859401,-1.726779e-03,1.288873e-03,2.786875e-11,1.049245e-10,9.403801e-06,6.417817e-05
28311552,962123,226492416,28385024,-1.725876e-03,1.287792e-03,1.915085e-11,8.394442e-11,6.462105e-06,5.134546e-05
28835840,962166,230686720,28910608,-1.724279e-03,1.285152e-03,7.720623e-12,4.253109e-11,2.605183e-06,2.601458e-05
29360128,962196,234881024,29436248,-1.724540e-03,1.284938e-03,9.241316e-12,3.979629e-11,3.118314e-06,2.434180e-05
29884416,962210,239075328,29961911,-1.725043e-03,1.285478e-03,1.255604e-11,4.689212e-11,4.236805e-06,2.868205e-05
30408704,962350,243269632,30487547,-1.723713e-03,1.283383e-03,4.897098e-12,2.259548e-11,1.652437e-06,1.382076e-05
30932992,962373,247463936,31013226,-1.723908e-03,1.283885e-03,5.797027e-12,2.761367e-11,1.956101e-06,1.689018e-05
31457280,962644,251658240,31538865,-1.723647e-03,1.283763e-03,4.610314e-12,2.634275e-11,1.555667e-06,1.611281e-05
31981568,962692,255852544,32064477,-1.723193e-03,1.282742e-03,2.865950e-12,1.690968e-11,9.670625e-07,1.034298e-05
32505856,962713,260046848,32590180,-1.723837e-03,1.283812e-03,5.463377e-12,2.685187e-11,1.843517e-06,1.642422e-05
33030144,967368,264241152,33115809,-1.723823e-03,1.283930e-03,5.397726e-12,2.809413e-11,1.821364e-06,1.718406e-05
33554432,970753,268435456,33641461,-1.723764e-03,1.284516e-03,5.123792e-12,3.464040e-11,1.728930e-06,2.118815e-05
