trueR,trueI
3.645780e-03,6.058400e-04
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,2001887,11534336,408922,3.410615e-03,5.590339e-04,5.530269e-08,2.190813e-09,4.160690e-03,5.968831e-03
1048576,2004479,23068672,817968,3.357387e-03,2.440508e-03,8.317073e-08,3.366006e-06,6.257338e-03,9.170626e+00
1572864,2004628,34603008,1227014,3.191422e-03,1.775633e-03,2.064408e-07,1.368416e-06,1.553154e-02,3.728225e+00
2097152,2004681,46137344,1636072,3.458048e-03,1.332805e-03,3.524341e-08,5.284785e-07,2.651532e-03,1.439831e+00
2621440,2004729,57671680,2044857,3.872636e-03,1.722579e-03,5.146363e-08,1.247106e-06,3.871859e-03,3.397718e+00
3145728,2004764,69206016,2453863,3.944415e-03,1.630740e-03,8.918265e-08,1.050419e-06,6.709644e-03,2.861850e+00
3670016,2004778,80740352,2862705,3.860619e-03,1.624643e-03,4.615585e-08,1.037960e-06,3.472528e-03,2.827906e+00
4194304,2004802,92274688,3272065,3.886010e-03,1.615350e-03,5.771034e-08,1.019110e-06,4.341829e-03,2.776547e+00
4718592,2005022,103809024,3681260,3.891715e-03,1.484937e-03,6.048405e-08,7.728109e-07,4.550509e-03,2.105510e+00
5242880,2005026,115343360,4090488,3.660378e-03,1.423282e-03,2.131021e-10,6.682112e-07,1.603270e-05,1.820530e+00
5767168,2005043,126877696,4498639,3.640817e-03,1.317438e-03,2.463155e-11,5.063720e-07,1.853151e-06,1.379602e+00
6291456,2005050,138412032,4906953,3.640568e-03,1.258800e-03,2.716890e-11,4.263570e-07,2.044048e-06,1.161602e+00
6815744,2005073,149946368,5315368,3.665760e-03,1.238352e-03,3.991962e-10,4.000719e-07,3.003347e-05,1.089989e+00
7340032,2005095,161480704,5723531,3.697417e-03,1.139954e-03,2.666374e-09,2.852780e-07,2.006043e-04,7.772350e-01
7864320,2005119,173015040,6132560,3.669370e-03,1.137233e-03,5.564850e-10,2.823780e-07,4.186707e-05,7.693341e-01
8388608,2005124,184549376,6541640,3.661442e-03,1.148197e-03,2.452853e-10,2.941516e-07,1.845400e-05,8.014110e-01
8912896,2005145,196083712,6950463,3.646984e-03,1.161725e-03,1.450659e-12,3.090086e-07,1.091401e-07,8.418885e-01
9437184,2005156,207618048,7359921,3.651691e-03,1.126880e-03,3.493840e-11,2.714831e-07,2.628585e-06,7.396511e-01
9961472,2005173,219152384,7769130,3.673151e-03,1.089481e-03,7.491901e-10,2.339083e-07,5.636521e-05,6.372793e-01
10485760,2005198,230686720,8177540,3.642164e-03,1.108720e-03,1.307276e-11,2.528883e-07,9.835270e-07,6.889898e-01
11010048,2005199,242221056,8586654,3.611658e-03,1.100522e-03,1.164313e-09,2.447103e-07,8.759690e-05,6.667089e-01
11534336,2005198,253755392,8996079,3.575331e-03,1.102681e-03,4.963122e-09,2.468509e-07,3.733998e-04,6.725410e-01
12058624,2005246,265289728,9404563,3.590115e-03,1.123650e-03,3.098557e-09,2.681269e-07,2.331195e-04,7.305074e-01
12582912,2005249,276824064,9813840,3.593562e-03,1.104620e-03,2.726753e-09,2.487818e-07,2.051469e-04,6.778017e-01
13107200,2005310,288358400,10222896,3.670625e-03,1.101039e-03,6.172802e-10,2.452223e-07,4.644099e-05,6.681039e-01
13631488,2005320,299892736,10632258,3.656385e-03,1.118578e-03,1.124703e-10,2.628999e-07,8.461690e-06,7.162664e-01
14155776,2005351,311427072,11041231,3.644051e-03,1.089665e-03,2.989442e-12,2.340868e-07,2.249103e-07,6.377656e-01
14680064,2005353,322961408,11450169,3.664138e-03,1.139844e-03,3.370246e-10,2.851602e-07,2.535600e-05,7.769142e-01
15204352,2005364,334495744,11858784,3.667254e-03,1.115944e-03,4.611514e-10,2.602063e-07,3.469466e-05,7.089278e-01
15728640,2005366,346030080,12268143,3.677714e-03,1.118370e-03,1.019773e-09,2.626870e-07,7.672248e-05,7.156862e-01
