trueR,trueI
-1.044620e-01,1.066940e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
262144,623061,4456448,441520,-1.049384e-01,1.055939e-01,2.269830e-07,1.210107e-06,2.080064e-05,1.063025e-04
524288,623116,8912896,882354,-1.039024e-01,1.079766e-01,3.131418e-07,1.645050e-06,2.869620e-05,1.445104e-04
786432,623117,13369344,1322646,-1.033970e-01,1.078334e-01,1.134243e-06,1.298187e-06,1.039416e-04,1.140400e-04
1048576,623117,17825792,1765628,-1.043924e-01,1.064609e-01,4.842549e-09,5.435592e-08,4.437694e-07,4.774929e-06
1310720,623120,22282240,2208589,-1.042967e-01,1.062524e-01,2.733347e-08,1.950004e-07,2.504830e-06,1.712993e-05
1572864,623121,26738688,2650728,-1.043867e-01,1.062833e-01,5.675034e-09,1.686793e-07,5.200580e-07,1.481773e-05
1835008,623121,31195136,3096065,-1.041005e-01,1.061539e-01,1.306892e-07,2.917161e-07,1.197631e-05,2.562598e-05
2097152,623125,35651584,3538061,-1.037074e-01,1.064702e-01,5.694470e-07,5.008668e-08,5.218392e-05,4.399895e-06
2359296,623125,40108032,3982086,-1.037528e-01,1.063512e-01,5.029730e-07,1.174820e-07,4.609226e-05,1.032028e-05
2621440,623127,44564480,4425461,-1.036797e-01,1.066813e-01,6.119521e-07,1.621304e-10,5.607907e-05,1.424244e-08
2883584,623127,49020928,4867150,-1.035781e-01,1.068298e-01,7.812917e-07,1.843402e-08,7.159729e-05,1.619347e-06
3145728,623130,53477376,5309219,-1.035537e-01,1.067894e-01,8.249824e-07,9.107741e-09,7.560108e-05,8.000750e-07
3407872,623131,57933824,5753667,-1.033917e-01,1.068924e-01,1.145491e-06,3.936316e-08,1.049723e-04,3.457880e-06
3670016,623133,62390272,6195643,-1.035500e-01,1.064193e-01,8.317907e-07,7.546987e-08,7.622500e-05,6.629696e-06
3932160,623133,66846720,6638407,-1.034686e-01,1.065053e-01,9.868007e-07,3.560239e-08,9.043006e-05,3.127514e-06
4194304,623133,71303168,7080025,-1.037833e-01,1.064362e-01,4.606077e-07,6.646725e-08,4.220992e-05,5.838856e-06
4456448,623136,75759616,7522089,-1.039445e-01,1.064696e-01,2.678473e-07,5.037389e-08,2.454543e-05,4.425125e-06
4718592,623136,80216064,7964229,-1.039510e-01,1.066790e-01,2.610962e-07,2.240475e-10,2.392676e-05,1.968159e-08
4980736,623137,84672512,8407169,-1.039640e-01,1.065531e-01,2.480231e-07,1.985433e-08,2.272874e-05,1.744115e-06
5242880,623138,89128960,8849480,-1.041276e-01,1.064369e-01,1.118064e-07,6.611812e-08,1.024590e-05,5.808186e-06
5505024,623140,93585408,9290798,-1.041794e-01,1.063859e-01,7.987569e-08,9.492339e-08,7.319779e-06,8.338603e-06
5767168,623140,98041856,9733564,-1.042127e-01,1.063850e-01,6.212642e-08,9.549353e-08,5.693243e-06,8.388687e-06
6029312,623141,102498304,10174312,-1.042712e-01,1.062445e-01,3.641675e-08,2.020913e-07,3.337217e-06,1.775283e-05
6291456,623142,106954752,10616175,-1.042278e-01,1.062082e-01,5.486084e-08,2.359584e-07,5.027427e-06,2.072791e-05
6553600,623144,111411200,11059319,-1.042118e-01,1.062912e-01,6.260274e-08,1.622544e-07,5.736892e-06,1.425334e-05
6815744,623146,115867648,11502141,-1.042154e-01,1.062609e-01,6.080387e-08,1.876034e-07,5.572045e-06,1.648013e-05
7077888,623147,120324096,11944000,-1.042228e-01,1.062493e-01,5.723846e-08,1.977606e-07,5.245312e-06,1.737240e-05
7340032,623147,124780544,12387494,-1.040982e-01,1.062723e-01,1.323157e-07,1.778647e-07,1.212536e-05,1.562463e-05
7602176,623149,129236992,12829887,-1.040698e-01,1.063255e-01,1.538197e-07,1.358239e-07,1.409598e-05,1.193153e-05
7864320,623149,133693440,13271476,-1.042061e-01,1.063502e-01,6.546835e-08,1.181828e-07,5.999495e-06,1.038184e-05
8126464,623151,138149888,13713173,-1.042137e-01,1.061823e-01,6.163712e-08,2.618582e-07,5.648403e-06,2.300309e-05
8388608,623151,142606336,14153325,-1.042378e-01,1.062172e-01,5.026025e-08,2.273453e-07,4.605831e-06,1.997128e-05
8650752,623152,147062784,14595652,-1.041982e-01,1.063175e-01,6.958008e-08,1.417187e-07,6.376292e-06,1.244937e-05
8912896,623153,151519232,15039610,-1.041854e-01,1.061992e-01,7.650911e-08,2.448497e-07,7.011267e-06,2.150897e-05
9175040,623155,155975680,15481363,-1.041615e-01,1.063383e-01,9.030730e-08,1.265212e-07,8.275728e-06,1.111433e-05
9437184,623157,160432128,15923764,-1.042454e-01,1.063544e-01,4.689439e-08,1.153467e-07,4.297385e-06,1.013270e-05
9699328,623159,164888576,16365394,-1.043448e-01,1.064139e-01,1.373703e-08,7.847527e-08,1.258857e-06,6.893708e-06
9961472,623160,169345024,16809421,-1.043799e-01,1.065304e-01,6.736403e-09,2.675760e-08,6.173215e-07,2.350537e-06
10223616,623163,173801472,17252939,-1.044623e-01,1.064729e-01,9.331425e-14,4.887026e-08,8.551284e-12,4.293037e-06
10485760,623163,178257920,17695304,-1.043715e-01,1.064934e-01,8.194695e-09,4.023116e-08,7.509589e-07,3.534131e-06
10747904,623164,182714368,18138293,-1.043454e-01,1.064407e-01,1.360462e-08,6.417844e-08,1.246722e-06,5.637794e-06
11010048,623165,187170816,18581006,-1.044020e-01,1.065441e-01,3.598155e-09,2.247618e-08,3.297336e-07,1.974434e-06
11272192,623167,191627264,19026500,-1.043151e-01,1.065984e-01,2.158052e-08,9.130509e-09,1.977631e-06,8.020751e-07
11534336,623168,196083712,19467305,-1.042746e-01,1.065760e-01,3.513439e-08,1.392806e-08,3.219703e-06,1.223519e-06
11796480,623169,200540160,19910711,-1.043150e-01,1.065520e-01,2.160461e-08,2.016417e-08,1.979838e-06,1.771334e-06
12058624,623171,204996608,20353149,-1.043378e-01,1.065458e-01,1.541483e-08,2.196530e-08,1.412609e-06,1.929555e-06
12320768,623172,209453056,20795937,-1.043531e-01,1.065831e-01,1.186844e-08,1.228766e-08,1.087620e-06,1.079417e-06
12582912,623173,213909504,21237032,-1.042987e-01,1.066326e-01,2.667965e-08,3.774565e-09,2.444914e-06,3.315789e-07
12845056,623173,218365952,21677605,-1.042823e-01,1.066274e-01,3.229497e-08,4.433674e-09,2.959499e-06,3.894788e-07
