trueR,trueI
3.645780e-03,6.058400e-04
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,1965062,11534336,408833,1.645261e-03,7.607793e-04,4.002077e-06,2.400619e-08,3.010957e-01,6.540445e-02
1048576,1965155,23068672,818001,3.116183e-03,5.867920e-04,2.804728e-07,3.628282e-10,2.110133e-02,9.885193e-04
1572864,1965248,34603008,1227391,3.088750e-03,7.233440e-04,3.102822e-07,1.380720e-08,2.334404e-02,3.761748e-02
2097152,1965351,46137344,1635918,3.026822e-03,5.421473e-04,3.831089e-07,4.056766e-09,2.882314e-02,1.105259e-02
2621440,1965571,57671680,2044236,3.185345e-03,7.226695e-04,2.120005e-07,1.364914e-08,1.594983e-02,3.718684e-02
3145728,1965646,69206016,2452781,3.208817e-03,6.768864e-04,1.909371e-07,5.047584e-09,1.436512e-02,1.375206e-02
3670016,1965658,80740352,2862190,3.131009e-03,7.587614e-04,2.649893e-07,2.338496e-08,1.993643e-02,6.371193e-02
4194304,1965720,92274688,3270504,3.255343e-03,7.602789e-04,1.524408e-07,2.385137e-08,1.146886e-02,6.498266e-02
4718592,1965799,103809024,3678936,3.237657e-03,7.749925e-04,1.665648e-07,2.861255e-08,1.253148e-02,7.795441e-02
5242880,1965833,115343360,4088358,3.346062e-03,7.327179e-04,8.983074e-08,1.609799e-08,6.758403e-03,4.385870e-02
5767168,1965847,126877696,4497156,3.225514e-03,7.296946e-04,1.766234e-07,1.533995e-08,1.328823e-02,4.179344e-02
6291456,1965910,138412032,4905767,3.364244e-03,6.970226e-04,7.926266e-08,8.314265e-09,5.963315e-03,2.265207e-02
6815744,1965957,149946368,5314857,3.354767e-03,6.615956e-04,8.468866e-08,3.108688e-09,6.371539e-03,8.469567e-03
7340032,1966058,161480704,5723541,3.645081e-03,6.652604e-04,4.891929e-13,3.530786e-09,3.680435e-08,9.619567e-03
7864320,1966109,173015040,6132053,3.599046e-03,6.154800e-04,2.184110e-09,9.292967e-11,1.643212e-04,2.531853e-04
8388608,1966785,184549376,6541059,3.593423e-03,5.267067e-04,2.741289e-09,6.262082e-09,2.062405e-04,1.706094e-02
8912896,1968157,196083712,6950033,3.587680e-03,5.251954e-04,3.375567e-09,6.503555e-09,2.539603e-04,1.771882e-02
9437184,1968226,207618048,7358385,3.538444e-03,5.341948e-04,1.152094e-08,5.133042e-09,8.667759e-04,1.398489e-02
9961472,1968401,219152384,7767904,3.547803e-03,6.144744e-04,9.599538e-09,7.455300e-11,7.222198e-04,2.031184e-04
10485760,1968482,230686720,8176608,3.666167e-03,7.322178e-04,4.156250e-10,1.597135e-08,3.126949e-05,4.351367e-02
11010048,1968697,242221056,8585911,3.643065e-03,7.192550e-04,7.373961e-12,1.286295e-08,5.547789e-07,3.504489e-02
11534336,1971743,253755392,8994999,3.622805e-03,7.269048e-04,5.278734e-10,1.465669e-08,3.971448e-05,3.993192e-02
12058624,1971753,265289728,9404330,3.583976e-03,7.624698e-04,3.819759e-09,2.453290e-08,2.873790e-04,6.683948e-02
12582912,1972300,276824064,9812819,3.564177e-03,7.773237e-04,6.659004e-09,2.940667e-08,5.009891e-04,8.011798e-02
13107200,1974205,288358400,10221594,3.552468e-03,6.871661e-04,8.707130e-09,6.613927e-09,6.550796e-04,1.801953e-02
13631488,1974424,299892736,10630350,3.488538e-03,6.008017e-04,2.472495e-08,2.538486e-11,1.860179e-03,6.916061e-05
14155776,1987609,311427072,11039716,3.451437e-03,5.622787e-04,3.776940e-08,1.897590e-09,2.841575e-03,5.169951e-03
14680064,1989069,322961408,11448374,3.428961e-03,6.023402e-04,4.701063e-08,1.224856e-11,3.536838e-03,3.337098e-05
15204352,1989924,334495744,11857126,3.451970e-03,6.182903e-04,3.756235e-08,1.550092e-10,2.825998e-03,4.223200e-04
15728640,1992720,346030080,12266415,3.450960e-03,6.276034e-04,3.795478e-08,4.736447e-10,2.855523e-03,1.290437e-03
16252928,1997684,357564416,12674974,3.520751e-03,7.152867e-04,1.563228e-08,1.197858e-08,1.176092e-03,3.263544e-02
16777216,2017913,369098752,13083738,3.542032e-03,7.260485e-04,1.076368e-08,1.445008e-08,8.098041e-04,3.936899e-02
17301504,2018241,380633088,13492705,3.560679e-03,7.119707e-04,7.242219e-09,1.126373e-08,5.448673e-04,3.068785e-02
17825792,2019084,392167424,13901311,3.578926e-03,6.791921e-04,4.469527e-09,5.380526e-09,3.362642e-04,1.465915e-02
18350080,2019619,403701760,14310149,3.592409e-03,6.751097e-04,2.848496e-09,4.798288e-09,2.143062e-04,1.307285e-02
18874368,2019914,415236096,14719753,3.600975e-03,6.393153e-04,2.007509e-09,1.120599e-09,1.510346e-04,3.053052e-03
19398656,2024544,426770432,15128885,3.606688e-03,6.378206e-04,1.528169e-09,1.022757e-09,1.149716e-04,2.786484e-03
19922944,2025612,438304768,15537624,3.607600e-03,6.200598e-04,1.457697e-09,2.022022e-10,1.096696e-04,5.508965e-04
20447232,2025694,449839104,15946078,3.594867e-03,6.336286e-04,2.592118e-09,7.722079e-10,1.950176e-04,2.103867e-03
20971520,2025824,461373440,16354421,3.612658e-03,6.295987e-04,1.097099e-09,5.644776e-10,8.254009e-05,1.537910e-03
21495808,2025887,472907776,16763075,3.591845e-03,6.151410e-04,2.909033e-09,8.650864e-11,2.188607e-04,2.356913e-04
22020096,2025910,484442112,17171745,3.598698e-03,6.161417e-04,2.216722e-09,1.061240e-10,1.667748e-04,2.891331e-04
22544384,2025943,495976448,17580587,3.609728e-03,6.170609e-04,1.299761e-09,1.259091e-10,9.778731e-05,3.430373e-04
23068672,2026074,507510784,17989588,3.636177e-03,5.678803e-04,9.221059e-11,1.440940e-09,6.937450e-06,3.925817e-03
23592960,2026151,519045120,18399007,3.629409e-03,5.726724e-04,2.680256e-10,1.100090e-09,2.016487e-05,2.997175e-03
24117248,2026327,530579456,18808078,3.624754e-03,5.759480e-04,4.420929e-10,8.935294e-10,3.326079e-05,2.434406e-03
24641536,2026345,542113792,19216301,3.669123e-03,6.163372e-04,5.449020e-10,1.101906e-10,4.099562e-05,3.002123e-04
25165824,2026422,553648128,19625136,3.668214e-03,6.254772e-04,5.032813e-10,3.856184e-10,3.786429e-05,1.050611e-03
25690112,2026509,565182464,20033217,3.714555e-03,6.091210e-04,4.730021e-09,1.076490e-11,3.558624e-04,2.932880e-05
26214400,2026578,576716800,20442021,3.688831e-03,6.109953e-04,1.853416e-09,2.657689e-11,1.394415e-04,7.240829e-05
26738688,2026839,588251136,20851398,3.681293e-03,5.942290e-04,1.261170e-09,1.348160e-10,9.488396e-05,3.673040e-04
27262976,2026939,599785472,21259902,3.685388e-03,5.829292e-04,1.568829e-09,5.249033e-10,1.180306e-04,1.430090e-03
27787264,2027181,611319808,21668663,3.688660e-03,5.882171e-04,1.838670e-09,3.105684e-10,1.383321e-04,8.461384e-04
28311552,2027478,622854144,22077530,3.697129e-03,5.844466e-04,2.636737e-09,4.576780e-10,1.983745e-04,1.246936e-03
28835840,2027561,634388480,22486515,3.720037e-03,5.881016e-04,5.514123e-09,3.146500e-10,4.148542e-04,8.572587e-04
