trueR,trueI
-1.281710e-03,-8.649000e-05
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI,RvarianceR,RvarianceI
524288,7676053,28835840,525581,-1.871827e-03,-3.950322e-05,3.482379e-07,2.207758e-09,2.119808e-01,2.951342e-01
1048576,7677713,57671680,1050748,-2.233715e-03,1.486983e-07,9.063140e-07,7.506264e-09,5.516952e-01,1.003441e+00
1572864,7678224,86507520,1576619,-2.210481e-03,3.516793e-04,8.626162e-07,1.919924e-07,5.250952e-01,2.566565e+01
2097152,7678700,115343360,2102295,-2.333581e-03,3.892646e-04,1.106434e-06,2.263425e-07,6.735128e-01,3.025759e+01
2621440,7679270,144179200,2627735,-2.161203e-03,3.547847e-04,7.735083e-07,1.947234e-07,4.708531e-01,2.603073e+01
3145728,7679447,173015040,3153069,-2.029442e-03,-1.636238e-06,5.591032e-07,7.200160e-09,3.403395e-01,9.625214e-01
3670016,7681401,201850880,3678266,-1.972659e-03,-1.992586e-04,4.774106e-07,1.271676e-08,2.906113e-01,1.699983e+00
4194304,7684454,230686720,4203615,-2.012927e-03,-5.400863e-05,5.346781e-07,1.055039e-09,3.254714e-01,1.410382e-01
4718592,7684908,259522560,4728868,-1.875511e-03,1.869042e-04,3.525991e-07,7.474438e-08,2.146356e-01,9.991870e+00
5242880,7684966,288358400,5254233,-1.903067e-03,6.981453e-05,3.860850e-07,2.443111e-08,2.350192e-01,3.265964e+00
5767168,7686998,317194240,5779645,-1.767046e-03,1.405888e-04,2.355509e-07,5.156479e-08,1.433855e-01,6.893210e+00
6291456,7688928,346030080,6305093,-1.685383e-03,2.167109e-04,1.629518e-07,9.193081e-08,9.919269e-02,1.228936e+01
6815744,7690676,374865920,6830404,-1.658903e-03,1.409426e-04,1.422745e-07,5.172556e-08,8.660589e-02,6.914702e+00
7340032,7692009,403701760,7355829,-1.733159e-03,2.260004e-05,2.038058e-07,1.190064e-08,1.240615e-01,1.590884e+00
7864320,7694649,432537600,7881097,-1.661746e-03,7.633607e-05,1.444271e-07,2.651233e-08,8.791623e-02,3.544183e+00
8388608,7697310,461373440,8406668,-1.620718e-03,6.254687e-05,1.149265e-07,2.221199e-08,6.995849e-02,2.969311e+00
8912896,7697664,490209280,8932122,-1.593208e-03,1.193026e-04,9.703090e-08,4.235060e-08,5.906504e-02,5.661450e+00
9437184,7698464,519045120,9457580,-1.603523e-03,9.187484e-05,1.035634e-07,3.181401e-08,6.304155e-02,4.252915e+00
9961472,7699339,547880960,9982993,-1.632316e-03,8.999394e-05,1.229245e-07,3.114658e-08,7.482711e-02,4.163692e+00
10485760,7701025,576716800,10508429,-1.593526e-03,1.027031e-04,9.722907e-08,3.579402e-08,5.918567e-02,4.784965e+00
11010048,7701222,605552640,11033770,-1.587608e-03,1.147470e-04,9.357389e-08,4.049635e-08,5.696068e-02,5.413574e+00
11534336,7701760,634388480,11559098,-1.515418e-03,1.363383e-04,5.461935e-08,4.965245e-08,3.324811e-02,6.637567e+00
12058624,7702288,663224320,12084370,-1.496600e-03,1.780959e-04,4.617771e-08,7.000570e-08,2.810948e-02,9.358400e+00
12582912,7703660,692060160,12609908,-1.505332e-03,1.940777e-04,5.000673e-08,7.871822e-08,3.044030e-02,1.052310e+01
13107200,7708806,720896000,13135109,-1.454491e-03,1.947735e-04,2.985329e-08,7.910915e-08,1.817242e-02,1.057535e+01
13631488,7709001,749731840,13660549,-1.437206e-03,1.594139e-04,2.417892e-08,6.046875e-08,1.471829e-02,8.083494e+00
14155776,7711899,778567680,14185815,-1.400245e-03,1.590128e-04,1.405047e-08,6.027164e-08,8.552857e-03,8.057146e+00
14680064,7715098,807403520,14711478,-1.394619e-03,2.119484e-04,1.274855e-08,8.906549e-08,7.760349e-03,1.190632e+01
15204352,7760527,836239360,15236665,-1.365081e-03,1.651075e-04,6.950715e-09,6.330130e-08,4.231067e-03,8.462152e+00
15728640,7777992,865075200,15762231,-1.329536e-03,1.531583e-04,2.287324e-09,5.743132e-08,1.392349e-03,7.677451e+00
16252928,7790491,893911040,16287660,-1.375893e-03,1.805189e-04,8.870529e-09,7.129374e-08,5.399705e-03,9.530585e+00
16777216,7824984,922746880,16813006,-1.378512e-03,1.877755e-04,9.370541e-09,7.522154e-08,5.704073e-03,1.005566e+01
17301504,7839794,951582720,17338276,-1.356084e-03,1.968654e-04,5.531443e-09,8.029026e-08,3.367123e-03,1.073325e+01
17825792,7882090,980418560,17863572,-1.331021e-03,2.253611e-04,2.431606e-09,9.725112e-08,1.480177e-03,1.300058e+01
18350080,7888478,1009254400,18388827,-1.295896e-03,2.075859e-04,2.012399e-10,8.648060e-08,1.224996e-04,1.156077e+01
18874368,7902730,1038090240,18914338,-1.301156e-03,2.184462e-04,3.781656e-10,9.298611e-08,2.301985e-04,1.243043e+01
19398656,7945189,1066926080,19439910,-1.261811e-03,1.581394e-04,3.959512e-10,5.984353e-08,2.410250e-04,7.999915e+00
19922944,7955567,1095761920,19965146,-1.243333e-03,1.864833e-04,1.472804e-09,7.451440e-08,8.965311e-04,9.961127e+00
20447232,7976886,1124597760,20490626,-1.255593e-03,2.028228e-04,6.821079e-10,8.370191e-08,4.152155e-04,1.118932e+01
20971520,7981238,1153433600,21016092,-1.248552e-03,1.742358e-04,1.099476e-09,6.797797e-08,6.692773e-04,9.087332e+00
21495808,8002740,1182269440,21541284,-1.208020e-03,2.021575e-04,5.430228e-09,8.331739e-08,3.305511e-03,1.113791e+01
22020096,8003595,1211105280,22066694,-1.227767e-03,1.533277e-04,2.909862e-09,5.751252e-08,1.771303e-03,7.688306e+00
22544384,8003721,1239941120,22591901,-1.184049e-03,1.466529e-04,9.537703e-09,5.435562e-08,5.805829e-03,7.266289e+00
23068672,8005797,1268776960,23117506,-1.165896e-03,1.359121e-04,1.341284e-08,4.946268e-08,8.164717e-03,6.612198e+00
23592960,8007608,1297612800,23642908,-1.171704e-03,1.095835e-04,1.210123e-08,3.844482e-08,7.366312e-03,5.139325e+00
24117248,8011939,1326448640,24168298,-1.168279e-03,1.229838e-04,1.286654e-08,4.387926e-08,7.832173e-03,5.865803e+00
24641536,8021613,1355284480,24693759,-1.157256e-03,1.224026e-04,1.548875e-08,4.363612e-08,9.428374e-03,5.833301e+00
25165824,8024484,1384120320,25219100,-1.180363e-03,1.651265e-04,1.027114e-08,6.331089e-08,6.252290e-03,8.463434e+00
25690112,8026489,1412956160,25744674,-1.171220e-03,1.405018e-04,1.220815e-08,5.152527e-08,7.431392e-03,6.887925e+00
26214400,8027725,1441792000,26269767,-1.204948e-03,1.213412e-04,5.892395e-09,4.319379e-08,3.586842e-03,5.774170e+00
26738688,8063629,1470627840,26794871,-1.189136e-03,1.142849e-04,8.569932e-09,4.031056e-08,5.216724e-03,5.388738e+00
